"disease","gene","expression"
"Influenza","KIF2C",5.117683999
"Influenza","MELK",4.851854196
"Influenza","TTK",4.431504192
"Influenza","CCNA2",4.984025698
"Influenza","BIRC5",4.537432428
"Influenza","BUB1B",4.802956214
"Influenza","KIF2C",4.739824185
"Influenza","MELK",4.571320365
"Influenza","TTK",5.147899093
"Influenza","CCNA2",6.031240609
"Influenza","BIRC5",5.558051207
"Influenza","BUB1B",4.763506636
"Influenza","KIF2C",4.904527185
"Influenza","MELK",5.234807042
"Influenza","TTK",5.40739341
"Influenza","CCNA2",5.74655805
"Influenza","BIRC5",5.154472451
"Influenza","BUB1B",4.778455992
"Influenza","KIF2C",5.1661544
"Influenza","MELK",4.940533776
"Influenza","TTK",4.723357808
"Influenza","CCNA2",4.848113355
"Influenza","BIRC5",4.353721005
"Influenza","BUB1B",4.478943349
"Influenza","KIF2C",5.620651921
"Influenza","MELK",4.825434621
"Influenza","TTK",4.660514208
"Influenza","CCNA2",4.664547452
"Influenza","BIRC5",4.707214216
"Influenza","BUB1B",4.793303323
"Influenza","KIF2C",3.877589347
"Influenza","MELK",4.847592384
"Healthy_Flu","TTK",4.728201174
"Healthy_Flu","CCNA2",4.884823024
"Healthy_Flu","BIRC5",4.721205087
"Healthy_Flu","BUB1B",4.714631403
"Healthy_Flu","KIF2C",4.475210683
"Healthy_Flu","MELK",4.434979721
"Influenza","TTK",5.162900405
"Influenza","CCNA2",5.755755408
"Influenza","BIRC5",5.536018896
"Influenza","BUB1B",4.862778811
"Influenza","KIF2C",5.257115927
"Influenza","MELK",5.612678005
"Influenza","TTK",4.364433266
"Influenza","CCNA2",4.70150754
"Influenza","BIRC5",4.364433266
"Influenza","BUB1B",4.605077206
"Influenza","KIF2C",4.483854721
"Influenza","MELK",4.637122681
"Influenza","TTK",4.833543896
"Influenza","CCNA2",5.489029354
"Influenza","BIRC5",4.973775832
"Influenza","BUB1B",4.422782867
"Influenza","KIF2C",4.698340419
"Influenza","MELK",5.171006474
"Influenza","TTK",4.250576892
"Influenza","CCNA2",5.745558141
"Influenza","BIRC5",5.090202197
"Influenza","BUB1B",4.802647489
"Influenza","KIF2C",4.625343531
"Influenza","MELK",4.790648973
"Healthy_Flu","TTK",4.439459077
"Healthy_Flu","CCNA2",4.973201235
"Healthy_Flu","BIRC5",4.298790169
"Healthy_Flu","BUB1B",4.487997567
"Healthy_Flu","KIF2C",4.530809168
"Healthy_Flu","MELK",4.883166241
"Influenza","TTK",4.14481523
"Influenza","CCNA2",5.033559808
"Influenza","BIRC5",4.403738883
"Influenza","BUB1B",4.501301383
"Influenza","KIF2C",4.677651823
"Influenza","MELK",4.874630027
"Healthy_Flu","TTK",4.064991692
"Healthy_Flu","CCNA2",5.018825146
"Healthy_Flu","BIRC5",4.579754828
"Healthy_Flu","BUB1B",4.574044286
"Healthy_Flu","KIF2C",4.181188157
"Healthy_Flu","MELK",4.727198901
"Influenza","TTK",5.241857126
"Influenza","CCNA2",5.734709266
"Influenza","BIRC5",5.381201745
"Influenza","BUB1B",4.743369437
"Influenza","KIF2C",5.404439692
"Influenza","MELK",5.540216546
"Healthy_Flu","TTK",4.587703287
"Healthy_Flu","CCNA2",5.131521617
"Healthy_Flu","BIRC5",4.079754673
"Healthy_Flu","BUB1B",5.105462084
"Healthy_Flu","KIF2C",4.334502605
"Healthy_Flu","MELK",4.546678023
"Influenza","TTK",4.522367691
"Influenza","CCNA2",4.62758624
"Influenza","BIRC5",3.123405416
"Influenza","BUB1B",5.069906791
"Influenza","KIF2C",4.598482017
"Influenza","MELK",4.62758624
"Influenza","TTK",4.944500651
"Influenza","CCNA2",5.320424174
"Influenza","BIRC5",5.357099175
"Influenza","BUB1B",4.969851027
"Influenza","KIF2C",4.748987097
"Influenza","MELK",4.773576426
"Influenza","TTK",5.362419034
"Influenza","CCNA2",6.556015705
"Influenza","BIRC5",6.411100411
"Influenza","BUB1B",5.228500493
"Influenza","KIF2C",5.885620176
"Influenza","MELK",6.025240037
"Influenza","TTK",5.434417214
"Influenza","CCNA2",5.258423397
"Influenza","BIRC5",4.712667433
"Influenza","BUB1B",5.072934246
"Influenza","KIF2C",4.524297743
"Influenza","MELK",4.809684357
"Influenza","TTK",5.193131018
"Influenza","CCNA2",5.18210854
"Influenza","BIRC5",3.958046405
"Influenza","BUB1B",4.903123055
"Influenza","KIF2C",4.314132375
"Influenza","MELK",4.447105494
"Influenza","TTK",5.01123464
"Influenza","CCNA2",5.431773838
"Influenza","BIRC5",4.944749312
"Influenza","BUB1B",4.999101945
"Influenza","KIF2C",5.128231203
"Influenza","MELK",5.029450135
"Influenza","TTK",5.177125967
"Influenza","CCNA2",5.76505596
"Influenza","BIRC5",5.509280453
"Influenza","BUB1B",4.619326284
"Influenza","KIF2C",4.913987725
"Influenza","MELK",5.123177417
"Healthy_Flu","TTK",4.68354592
"Healthy_Flu","CCNA2",4.907458214
"Healthy_Flu","BIRC5",4.45311952
"Healthy_Flu","BUB1B",4.384464984
"Healthy_Flu","KIF2C",4.630974537
"Healthy_Flu","MELK",4.639276256
"Influenza","TTK",4.963734045
"Influenza","CCNA2",5.391937833
"Influenza","BIRC5",4.366774007
"Influenza","BUB1B",4.955137924
"Influenza","KIF2C",4.636131333
"Influenza","MELK",4.09427969
"Influenza","TTK",4.594063858
"Influenza","CCNA2",5.649937395
"Influenza","BIRC5",4.896222068
"Influenza","BUB1B",4.784018735
"Influenza","KIF2C",4.835366919
"Influenza","MELK",4.293233506
"Influenza","TTK",4.988687337
"Influenza","CCNA2",5.883076762
"Influenza","BIRC5",5.407131266
"Influenza","BUB1B",4.894508866
"Influenza","KIF2C",5.210368081
"Influenza","MELK",5.159345096
"Influenza","TTK",5.268774288
"Influenza","CCNA2",5.81777238
"Influenza","BIRC5",5.271791868
"Influenza","BUB1B",4.428501665
"Influenza","KIF2C",5.057232781
"Influenza","MELK",4.697138643
"Influenza","TTK",4.64786927
"Influenza","CCNA2",4.839789019
"Influenza","BIRC5",4.423082469
"Influenza","BUB1B",4.36066349
"Influenza","KIF2C",4.284644123
"Influenza","MELK",4.501146527
"Healthy_Flu","TTK",3.574479668
"Healthy_Flu","CCNA2",5.271116846
"Healthy_Flu","BIRC5",4.933951464
"Healthy_Flu","BUB1B",4.983731419
"Healthy_Flu","KIF2C",4.225358658
"Healthy_Flu","MELK",3.903871977
"Influenza","TTK",5.231028765
"Influenza","CCNA2",5.428564695
"Influenza","BIRC5",4.510744475
"Influenza","BUB1B",5.409732451
"Influenza","KIF2C",4.968789376
"Influenza","MELK",4.546504912
"Healthy_Flu","TTK",4.740222932
"Healthy_Flu","CCNA2",5.246577054
"Healthy_Flu","BIRC5",4.673511109
"Healthy_Flu","BUB1B",4.295974376
"Healthy_Flu","KIF2C",4.383663992
"Healthy_Flu","MELK",4.740222932
"Influenza","TTK",4.542922569
"Influenza","CCNA2",5.182654533
"Influenza","BIRC5",5.301406718
"Influenza","BUB1B",4.413525482
"Influenza","KIF2C",4.499339191
"Influenza","MELK",4.960388554
"Influenza","TTK",4.40391642
"Influenza","CCNA2",5.008632339
"Influenza","BIRC5",4.293184607
"Influenza","BUB1B",3.420011617
"Influenza","KIF2C",4.887702467
"Influenza","MELK",5.08809201
"Influenza","TTK",5.167856312
"Influenza","CCNA2",5.93915945
"Influenza","BIRC5",5.987333869
"Influenza","BUB1B",5.164793065
"Influenza","KIF2C",4.928727401
"Influenza","MELK",5.56719182
"Influenza","TTK",5.301406718
"Influenza","CCNA2",5.168020294
"Influenza","BIRC5",4.614366773
"Influenza","BUB1B",5.113080219
"Influenza","KIF2C",4.983145434
"Influenza","MELK",5.022130149
"Healthy_Flu","TTK",4.543974212
"Healthy_Flu","CCNA2",4.835513374
"Healthy_Flu","BIRC5",4.646335321
"Healthy_Flu","BUB1B",4.714631403
"Healthy_Flu","KIF2C",4.306578081
"Healthy_Flu","MELK",4.520677731
"Healthy_Flu","TTK",4.855284282
"Healthy_Flu","CCNA2",5.195659322
"Healthy_Flu","BIRC5",4.154701962
"Healthy_Flu","BUB1B",4.733371147
"Healthy_Flu","KIF2C",4.413525482
"Healthy_Flu","MELK",4.900433264
"Healthy_Flu","TTK",4.553669594
"Healthy_Flu","CCNA2",4.273289969
"Healthy_Flu","BIRC5",3.60726975
"Healthy_Flu","BUB1B",4.419254018
"Healthy_Flu","KIF2C",4.281822184
"Healthy_Flu","MELK",4.90027269
"Influenza","TTK",5.650221462
"Influenza","CCNA2",5.851066729
"Influenza","BIRC5",5.148951053
"Influenza","BUB1B",4.554374371
"Influenza","KIF2C",5.241731362
"Influenza","MELK",5.674835934
"Influenza","TTK",4.565384218
"Influenza","CCNA2",4.89533666
"Influenza","BIRC5",4.966828365
"Influenza","BUB1B",4.125826863
"Influenza","KIF2C",4.783074864
"Influenza","MELK",4.823682026
"Influenza","TTK",4.561474275
"Influenza","CCNA2",5.030632316
"Influenza","BIRC5",4.657378106
"Influenza","BUB1B",4.847923072
"Influenza","KIF2C",4.683221611
"Influenza","MELK",3.994451389
"Healthy_Flu","TTK",4.746011356
"Healthy_Flu","CCNA2",5.062935944
"Healthy_Flu","BIRC5",4.271405568
"Healthy_Flu","BUB1B",4.230333606
"Healthy_Flu","KIF2C",4.841401803
"Healthy_Flu","MELK",4.516160411
"Influenza","TTK",5.37005528
"Influenza","CCNA2",6.668970595
"Influenza","BIRC5",5.491612894
"Influenza","BUB1B",4.859543955
"Influenza","KIF2C",5.390426965
"Influenza","MELK",6.025496745
"Influenza","TTK",4.820110479
"Influenza","CCNA2",5.048356112
"Influenza","BIRC5",4.731808101
"Influenza","BUB1B",5.320499797
"Influenza","KIF2C",4.540516869
"Influenza","MELK",4.496751068
"Healthy_Flu","TTK",5.000089886
"Healthy_Flu","CCNA2",5.034094448
"Healthy_Flu","BIRC5",4.740040689
"Healthy_Flu","BUB1B",4.765481343
"Healthy_Flu","KIF2C",4.665081814
"Healthy_Flu","MELK",4.704001614
"Influenza","TTK",5.229000549
"Influenza","CCNA2",5.686279509
"Influenza","BIRC5",5.429841233
"Influenza","BUB1B",4.882320331
"Influenza","KIF2C",4.926828544
"Influenza","MELK",5.299724069
"Healthy_Flu","TTK",4.861999565
"Healthy_Flu","CCNA2",4.85403324
"Healthy_Flu","BIRC5",4.660256871
"Healthy_Flu","BUB1B",4.829583918
"Healthy_Flu","KIF2C",4.437482755
"Healthy_Flu","MELK",4.87826582
"Influenza","TTK",4.882267587
"Influenza","CCNA2",5.701228567
"Influenza","BIRC5",5.589205739
"Influenza","BUB1B",4.437407659
"Influenza","KIF2C",4.941921513
"Influenza","MELK",4.808011074
"Influenza","TTK",4.133665067
"Influenza","CCNA2",4.791890258
"Influenza","BIRC5",4.826214055
"Influenza","BUB1B",4.826214055
"Influenza","KIF2C",4.791890258
"Influenza","MELK",4.721480199
"Healthy_Flu","TTK",4.877129771
"Healthy_Flu","CCNA2",5.312835277
"Healthy_Flu","BIRC5",4.504791107
"Healthy_Flu","BUB1B",5.239569536
"Healthy_Flu","KIF2C",4.221686199
"Healthy_Flu","MELK",4.510438413
"Healthy_Flu","TTK",4.587862983
"Healthy_Flu","CCNA2",5.035142885
"Healthy_Flu","BIRC5",4.671832892
"Healthy_Flu","BUB1B",4.942166357
"Healthy_Flu","KIF2C",4.964631811
"Healthy_Flu","MELK",4.898364406
"Influenza","TTK",4.507875135
"Influenza","CCNA2",5.077670769
"Influenza","BIRC5",5.436975824
"Influenza","BUB1B",4.520061357
"Influenza","KIF2C",4.991358714
"Influenza","MELK",4.366940779
"Influenza","TTK",4.498716194
"Influenza","CCNA2",5.967691498
"Influenza","BIRC5",4.871389532
"Influenza","BUB1B",4.789401623
"Influenza","KIF2C",4.778667039
"Influenza","MELK",4.885134108
"Healthy_Flu","TTK",4.254156788
"Healthy_Flu","CCNA2",5.174098689
"Healthy_Flu","BIRC5",4.701717966
"Healthy_Flu","BUB1B",5.131724652
"Healthy_Flu","KIF2C",4.291662031
"Healthy_Flu","MELK",4.07930262
"Healthy_Flu","TTK",4.921028929
"Healthy_Flu","CCNA2",5.218764136
"Healthy_Flu","BIRC5",4.063953371
"Healthy_Flu","BUB1B",4.762707269
"Healthy_Flu","KIF2C",3.995937269
"Healthy_Flu","MELK",4.105670035
"Influenza","TTK",4.779815785
"Influenza","CCNA2",6.200319939
"Influenza","BIRC5",5.113581915
"Influenza","BUB1B",5.100051261
"Influenza","KIF2C",4.991670936
"Influenza","MELK",5.331451051
"Influenza","TTK",6.633939519
"Influenza","CCNA2",7.292455667
"Influenza","BIRC5",6.8830722
"Influenza","BUB1B",5.702448079
"Influenza","KIF2C",6.470307113
"Influenza","MELK",6.137356915
"Healthy_Flu","TTK",4.447314096
"Healthy_Flu","CCNA2",4.650832919
"Healthy_Flu","BIRC5",4.787583489
"Healthy_Flu","BUB1B",4.650832919
"Healthy_Flu","KIF2C",4.757251293
"Healthy_Flu","MELK",4.140655667
"Influenza","TTK",4.242618016
"Influenza","CCNA2",4.822564941
"Influenza","BIRC5",4.744977107
"Influenza","BUB1B",4.443855149
"Influenza","KIF2C",4.432008366
"Influenza","MELK",4.485429782
"Influenza","TTK",5.073620451
"Influenza","CCNA2",6.086669782
"Influenza","BIRC5",5.885808546
"Influenza","BUB1B",4.99291703
"Influenza","KIF2C",5.195595673
"Influenza","MELK",5.32879685
"Influenza","TTK",5.662392534
"Influenza","CCNA2",5.357490542
"Influenza","BIRC5",3.82388347
"Influenza","BUB1B",4.430324773
"Influenza","KIF2C",4.5093145
"Influenza","MELK",4.868652484
"Influenza","TTK",4.433259885
"Influenza","CCNA2",5.387429536
"Influenza","BIRC5",4.732964208
"Influenza","BUB1B",4.557269054
"Influenza","KIF2C",4.717521473
"Influenza","MELK",4.917923734
"Influenza","TTK",4.2417296
"Influenza","CCNA2",4.362989369
"Influenza","BIRC5",5.110950872
"Influenza","BUB1B",4.5782983
"Influenza","KIF2C",4.179104073
"Influenza","MELK",4.848548735
"Influenza","TTK",4.677416843
"Influenza","CCNA2",5.946673288
"Influenza","BIRC5",5.069556655
"Influenza","BUB1B",4.844962954
"Influenza","KIF2C",3.853904036
"Influenza","MELK",4.434301345
"Healthy_Flu","TTK",4.025900534
"Healthy_Flu","CCNA2",5.286338831
"Healthy_Flu","BIRC5",5.309298021
"Healthy_Flu","BUB1B",4.773344704
"Healthy_Flu","KIF2C",4.025900534
"Healthy_Flu","MELK",5.072561237
"Healthy_Flu","TTK",4.303442742
"Healthy_Flu","CCNA2",4.851115332
"Healthy_Flu","BIRC5",4.223695065
"Healthy_Flu","BUB1B",4.777473777
"Healthy_Flu","KIF2C",4.575051257
"Healthy_Flu","MELK",4.715582408
"Influenza","TTK",6.046724733
"Influenza","CCNA2",5.657170043
"Influenza","BIRC5",5.253004884
"Influenza","BUB1B",4.947146416
"Influenza","KIF2C",4.649004756
"Influenza","MELK",4.785064707
"Healthy_Flu","TTK",5.133828101
"Healthy_Flu","CCNA2",4.731379944
"Healthy_Flu","BIRC5",4.262547153
"Healthy_Flu","BUB1B",4.569097005
"Healthy_Flu","KIF2C",4.473421189
"Healthy_Flu","MELK",4.527341742
"Influenza","TTK",4.435314792
"Influenza","CCNA2",5.402311422
"Influenza","BIRC5",4.129519196
"Influenza","BUB1B",4.321468359
"Influenza","KIF2C",4.405009608
"Influenza","MELK",4.977972931
"Influenza","TTK",5.394776623
"Influenza","CCNA2",6.553298526
"Influenza","BIRC5",5.48260507
"Influenza","BUB1B",4.94723114
"Influenza","KIF2C",5.453869307
"Influenza","MELK",5.094223405
"Influenza","TTK",5.374730254
"Influenza","CCNA2",5.584671842
"Influenza","BIRC5",4.900707744
"Influenza","BUB1B",5.021751993
"Influenza","KIF2C",3.82251534
"Influenza","MELK",4.739535838
"Healthy_Flu","TTK",4.683804838
"Healthy_Flu","CCNA2",3.751754585
"Healthy_Flu","BIRC5",2.883264577
"Healthy_Flu","BUB1B",4.853514542
"Healthy_Flu","KIF2C",4.622867754
"Healthy_Flu","MELK",4.451364291
"Influenza","TTK",5.294371588
"Influenza","CCNA2",5.869263045
"Influenza","BIRC5",5.203697872
"Influenza","BUB1B",4.717984509
"Influenza","KIF2C",4.823464317
"Influenza","MELK",5.320095402
"Influenza","TTK",4.634763335
"Influenza","CCNA2",5.706794431
"Influenza","BIRC5",4.629839619
"Influenza","BUB1B",4.64539852
"Influenza","KIF2C",4.260740936
"Influenza","MELK",4.901090179
"Influenza","TTK",6.671974646
"Influenza","CCNA2",7.21102439
"Influenza","BIRC5",5.972954577
"Influenza","BUB1B",5.60875898
"Influenza","KIF2C",5.942214411
"Influenza","MELK",5.732794004
"Influenza","TTK",3.95595377
"Influenza","CCNA2",5.52770464
"Influenza","BIRC5",4.093646506
"Influenza","BUB1B",4.56444198
"Influenza","KIF2C",4.200732891
"Influenza","MELK",4.531269645
"Influenza","TTK",4.772174947
"Influenza","CCNA2",5.025355645
"Influenza","BIRC5",4.628404069
"Influenza","BUB1B",4.65644297
"Influenza","KIF2C",4.284712338
"Influenza","MELK",4.748373202
"Healthy_Flu","TTK",4.502065324
"Healthy_Flu","CCNA2",4.637134346
"Healthy_Flu","BIRC5",4.549540927
"Healthy_Flu","BUB1B",5.067635539
"Healthy_Flu","KIF2C",4.389282851
"Healthy_Flu","MELK",5.081478454
"Healthy_Flu","TTK",4.693908119
"Healthy_Flu","CCNA2",4.797111425
"Healthy_Flu","BIRC5",4.298987051
"Healthy_Flu","BUB1B",4.980960489
"Healthy_Flu","KIF2C",4.744086025
"Healthy_Flu","MELK",4.42186507
"Healthy_Flu","TTK",4.982373185
"Healthy_Flu","CCNA2",5.238824464
"Healthy_Flu","BIRC5",4.352726919
"Healthy_Flu","BUB1B",4.616299493
"Healthy_Flu","KIF2C",4.405941564
"Healthy_Flu","MELK",4.602628008
"Influenza","TTK",4.833965044
"Influenza","CCNA2",5.280449869
"Influenza","BIRC5",4.925859405
"Influenza","BUB1B",5.267635585
"Influenza","KIF2C",4.997036806
"Influenza","MELK",4.874987322
"Influenza","TTK",5.60673633
"Influenza","CCNA2",6.155298127
"Influenza","BIRC5",5.448874577
"Influenza","BUB1B",5.182531092
"Influenza","KIF2C",5.561037976
"Influenza","MELK",5.828728223
"Influenza","TTK",6.611251739
"Influenza","CCNA2",7.40661408
"Influenza","BIRC5",6.142729792
"Influenza","BUB1B",5.47498432
"Influenza","KIF2C",5.641390773
"Influenza","MELK",6.020229606
"Influenza","TTK",5.710103855
"Influenza","CCNA2",6.447166116
"Influenza","BIRC5",5.41833674
"Influenza","BUB1B",5.088559014
"Influenza","KIF2C",5.036668702
"Influenza","MELK",5.55944082
"Healthy_Flu","TTK",4.546584117
"Healthy_Flu","CCNA2",5.127687896
"Healthy_Flu","BIRC5",4.535919152
"Healthy_Flu","BUB1B",4.566934481
"Healthy_Flu","KIF2C",4.509281139
"Healthy_Flu","MELK",4.768643367
"Influenza","TTK",6.268843138
"Influenza","CCNA2",8.148704009
"Influenza","BIRC5",7.887450398
"Influenza","BUB1B",5.708133136
"Influenza","KIF2C",5.982522951
"Influenza","MELK",6.709364982
"Influenza","TTK",4.871621145
"Influenza","CCNA2",5.996361513
"Influenza","BIRC5",5.098367316
"Influenza","BUB1B",4.733752747
"Influenza","KIF2C",4.352025032
"Influenza","MELK",5.417475847
"Healthy_Flu","TTK",5.030812356
"Healthy_Flu","CCNA2",5.119749089
"Healthy_Flu","BIRC5",4.292631427
"Healthy_Flu","BUB1B",4.879424887
"Healthy_Flu","KIF2C",4.597880025
"Healthy_Flu","MELK",4.985174751
"Influenza","TTK",4.973152961
"Influenza","CCNA2",5.206528748
"Influenza","BIRC5",4.798939043
"Influenza","BUB1B",4.89891363
"Influenza","KIF2C",4.152031546
"Influenza","MELK",3.932980323
"Healthy_Flu","TTK",4.46520475
"Healthy_Flu","CCNA2",5.10364299
"Healthy_Flu","BIRC5",4.392114719
"Healthy_Flu","BUB1B",4.371325345
"Healthy_Flu","KIF2C",4.864940884
"Healthy_Flu","MELK",4.452372817
"Influenza","TTK",5.659271974
"Influenza","CCNA2",6.587415974
"Influenza","BIRC5",6.332793804
"Influenza","BUB1B",4.812651012
"Influenza","KIF2C",5.05715603
"Influenza","MELK",5.869006028
"Influenza","TTK",5.429372115
"Influenza","CCNA2",6.318648221
"Influenza","BIRC5",5.315277516
"Influenza","BUB1B",4.892142145
"Influenza","KIF2C",5.421130515
"Influenza","MELK",5.754801335
"Influenza","TTK",5.192260287
"Influenza","CCNA2",5.175123416
"Influenza","BIRC5",4.637832494
"Influenza","BUB1B",5.175123416
"Influenza","KIF2C",4.86430343
"Influenza","MELK",4.931228991
"Influenza","TTK",4.669391773
"Influenza","CCNA2",5.543667453
"Influenza","BIRC5",4.596018299
"Influenza","BUB1B",4.49739976
"Influenza","KIF2C",4.227105658
"Influenza","MELK",4.227105658
"Healthy_Flu","TTK",5.187348154
"Healthy_Flu","CCNA2",4.766459418
"Healthy_Flu","BIRC5",4.558629191
"Healthy_Flu","BUB1B",4.878470557
"Healthy_Flu","KIF2C",4.493037373
"Healthy_Flu","MELK",4.69454957
"Influenza","TTK",5.368885003
"Influenza","CCNA2",5.87896468
"Influenza","BIRC5",5.314179788
"Influenza","BUB1B",5.073419331
"Influenza","KIF2C",4.552739469
"Influenza","MELK",5.020678785
"Healthy_Flu","TTK",4.481045903
"Healthy_Flu","CCNA2",4.504670768
"Healthy_Flu","BIRC5",2.424730129
"Healthy_Flu","BUB1B",4.788367661
"Healthy_Flu","KIF2C",4.375278271
"Healthy_Flu","MELK",4.487301726
"Influenza","TTK",5.435006934
"Influenza","CCNA2",5.866277978
"Influenza","BIRC5",5.507515208
"Influenza","BUB1B",4.749423901
"Influenza","KIF2C",5.707384512
"Influenza","MELK",5.611981952
"Influenza","TTK",4.852094008
"Influenza","CCNA2",5.335564186
"Influenza","BIRC5",5.048793045
"Influenza","BUB1B",5.035561823
"Influenza","KIF2C",4.945598511
"Influenza","MELK",5.360979779
"Influenza","TTK",4.976432796
"Influenza","CCNA2",5.695062811
"Influenza","BIRC5",5.188350089
"Influenza","BUB1B",4.792942981
"Influenza","KIF2C",4.713883665
"Influenza","MELK",5.279447161
"Healthy_Flu","TTK",4.596718952
"Healthy_Flu","CCNA2",5.166836808
"Healthy_Flu","BIRC5",4.403059097
"Healthy_Flu","BUB1B",4.655159302
"Healthy_Flu","KIF2C",4.669690599
"Healthy_Flu","MELK",4.863792626
"Influenza","TTK",5.025921701
"Influenza","CCNA2",5.334068611
"Influenza","BIRC5",4.62726506
"Influenza","BUB1B",4.374474291
"Influenza","KIF2C",4.502325797
"Influenza","MELK",5.006636412
"Influenza","TTK",4.812015503
"Influenza","CCNA2",4.701787837
"Influenza","BIRC5",4.605728908
"Influenza","BUB1B",4.76799666
"Influenza","KIF2C",4.110872331
"Influenza","MELK",4.838694456
"Healthy_Flu","TTK",4.696003805
"Healthy_Flu","CCNA2",4.972962864
"Healthy_Flu","BIRC5",4.564969819
"Healthy_Flu","BUB1B",4.141165813
"Healthy_Flu","KIF2C",4.643306155
"Healthy_Flu","MELK",4.998193937
"Influenza","TTK",4.963543216
"Influenza","CCNA2",5.508389308
"Influenza","BIRC5",4.439070733
"Influenza","BUB1B",4.108072977
"Influenza","KIF2C",4.45302173
"Influenza","MELK",4.692833587
"Influenza","TTK",5.968707318
"Influenza","CCNA2",7.071213981
"Influenza","BIRC5",6.550131734
"Influenza","BUB1B",5.04420577
"Influenza","KIF2C",6.089450776
"Influenza","MELK",6.50723887
"Influenza","TTK",5.338580619
"Influenza","CCNA2",5.661827617
"Influenza","BIRC5",5.135971714
"Influenza","BUB1B",4.937835759
"Influenza","KIF2C",4.775513224
"Influenza","MELK",5.452744852
"Healthy_Flu","TTK",4.881382915
"Healthy_Flu","CCNA2",4.726897933
"Healthy_Flu","BIRC5",3.975842272
"Healthy_Flu","BUB1B",4.245988313
"Healthy_Flu","KIF2C",4.68727506
"Healthy_Flu","MELK",4.179909502
"Healthy_Flu","TTK",4.452028321
"Healthy_Flu","CCNA2",4.408861818
"Healthy_Flu","BIRC5",4.541540036
"Healthy_Flu","BUB1B",4.649397176
"Healthy_Flu","KIF2C",4.729910211
"Healthy_Flu","MELK",4.166535335
"Healthy_Flu","TTK",4.379509048
"Healthy_Flu","CCNA2",4.778795954
"Healthy_Flu","BIRC5",4.834123983
"Healthy_Flu","BUB1B",4.728823981
"Healthy_Flu","KIF2C",4.205771634
"Healthy_Flu","MELK",4.662365652
"Healthy_Flu","TTK",4.816141043
"Healthy_Flu","CCNA2",4.90027269
"Healthy_Flu","BIRC5",4.070327966
"Healthy_Flu","BUB1B",5.346029112
"Healthy_Flu","KIF2C",4.249535923
"Healthy_Flu","MELK",4.62734801
"Influenza","TTK",5.346300222
"Influenza","CCNA2",6.235806552
"Influenza","BIRC5",5.742857127
"Influenza","BUB1B",5.164470659
"Influenza","KIF2C",5.634706558
"Influenza","MELK",5.17764197
"Influenza","TTK",5.995181431
"Influenza","CCNA2",6.909768783
"Influenza","BIRC5",6.188561039
"Influenza","BUB1B",5.345182281
"Influenza","KIF2C",5.610166402
"Influenza","MELK",6.217330187
"Influenza","TTK",5.461878922
"Influenza","CCNA2",5.668577321
"Influenza","BIRC5",5.386046985
"Influenza","BUB1B",5.386046985
"Influenza","KIF2C",4.963543216
"Influenza","MELK",5.296222868
"Influenza","TTK",4.974225681
"Influenza","CCNA2",4.994260142
"Influenza","BIRC5",4.602483741
"Influenza","BUB1B",5.022023945
"Influenza","KIF2C",4.825672069
"Influenza","MELK",5.022023945
"Influenza","TTK",5.04030248
"Influenza","CCNA2",6.094136041
"Influenza","BIRC5",5.145733496
"Influenza","BUB1B",4.918972287
"Influenza","KIF2C",5.36800664
"Influenza","MELK",5.79808884
"Healthy_Flu","TTK",4.744449971
"Healthy_Flu","CCNA2",4.849983065
"Healthy_Flu","BIRC5",4.950886094
"Healthy_Flu","BUB1B",4.683404456
"Healthy_Flu","KIF2C",4.298938073
"Healthy_Flu","MELK",4.665842665
"Influenza","TTK",4.522543424
"Influenza","CCNA2",5.881196048
"Influenza","BIRC5",5.117299859
"Influenza","BUB1B",4.225268843
"Influenza","KIF2C",4.978128218
"Influenza","MELK",5.184948488
"Healthy_Flu","TTK",4.708931086
"Healthy_Flu","CCNA2",5.089908497
"Healthy_Flu","BIRC5",4.257292925
"Healthy_Flu","BUB1B",4.639270902
"Healthy_Flu","KIF2C",4.570222458
"Healthy_Flu","MELK",4.417462406
"Influenza","TTK",5.393299444
"Influenza","CCNA2",6.230707526
"Influenza","BIRC5",5.815225565
"Influenza","BUB1B",5.074925358
"Influenza","KIF2C",5.339966623
"Influenza","MELK",5.670769861
"Influenza","TTK",4.466037945
"Influenza","CCNA2",4.919545316
"Influenza","BIRC5",4.236482954
"Influenza","BUB1B",4.745995351
"Influenza","KIF2C",4.494595285
"Influenza","MELK",4.672612779
"Healthy_Flu","TTK",5.065719902
"Healthy_Flu","CCNA2",4.930299319
"Healthy_Flu","BIRC5",4.421448035
"Healthy_Flu","BUB1B",4.740178654
"Healthy_Flu","KIF2C",4.484185499
"Healthy_Flu","MELK",4.500913449
"Influenza","TTK",4.400147815
"Influenza","CCNA2",4.89811249
"Influenza","BIRC5",3.496760154
"Influenza","BUB1B",4.459034253
"Influenza","KIF2C",4.89811249
"Influenza","MELK",4.602078944
"Influenza","TTK",4.632034499
"Influenza","CCNA2",5.373183339
"Influenza","BIRC5",3.455689709
"Influenza","BUB1B",5.142078586
"Influenza","KIF2C",4.784018735
"Influenza","MELK",4.461420064
"Healthy_Flu","TTK",4.468966902
"Healthy_Flu","CCNA2",4.91738382
"Healthy_Flu","BIRC5",3.894022589
"Healthy_Flu","BUB1B",4.888924591
"Healthy_Flu","KIF2C",4.406254714
