"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
4.90370427898915,-2.34267142085728,0.619896576644494,-3.77913269587354,0.000157375547157184,0.0014703932084518,"ENSG00000227232"
209.134171583625,-2.61821884132871,0.581975583661398,-4.49884654070303,6.83231529297736e-06,0.000108226470845148,"ENSG00000237973"
6.11101710663431,-1.67155767634982,0.508607357911378,-3.28653852593512,0.00101426898642091,0.00659803861412206,"ENSG00000229344"
1.26847990580348,-2.29578889379927,0.821780659731037,-2.7936759847216,0.00521126649231338,0.0237146731028129,"ENSG00000223764"
2369.02229718925,-1.17813125700087,0.342918407761138,-3.43560226087804,0.000591238281653856,0.00427389647103842,"ENSG00000187608"
1.80955847890597,-1.29464383600286,0.477687826978721,-2.71022990933477,0.00672365840482889,0.0288648983971436,"ENSG00000260179"
1.65789176262934,-1.94514136427362,0.577810405576328,-3.36640071812737,0.000761559905595711,0.00524848769893488,"ENSG00000179403"
1.35515262626125,-1.71764433757607,0.622584888885904,-2.75889178847521,0.00579977365081419,0.0257987796975385,"ENSG00000169885"
2.82140536947082,-2.71268079779061,0.61637235346075,-4.40104229620244,1.07732119834852e-05,0.000159441624668145,"ENSG00000142609"
3.10705695429589,-1.75332691139545,0.572168795392963,-3.06435255734502,0.00218141671502936,0.0120792057124354,"ENSG00000187730"
1.62511675073348,-2.52905711058602,0.752418579481105,-3.36123692257859,0.000775942355970895,0.00532805228943441,"ENSG00000177133"
0.670275949067879,-2.1194092983826,0.823409590892365,-2.57394293414254,0.0100546855513615,0.0392350421327792,"ENSG00000279839"
1.1361573860506,-1.92498846981032,0.724754357321466,-2.6560564284493,0.007906038389258,0.0326746336206518,"ENSG00000272235"
0.975485749398022,-3.35788492270481,0.860009383240466,-3.90447475125503,9.44302496555022e-05,0.000968229472482492,"ENSG00000287828"
27.639623686957,-2.14166806067213,0.291111870059888,-7.35685583769409,1.88292505715755e-13,1.9994985065561e-11,"ENSG00000078900"
2.06519201187892,-1.32945750898903,0.50775412101971,-2.61830963837205,0.0088366580414417,0.0355556324042273,"ENSG00000162592"
15.5329980441052,-2.71668616711005,0.431296867104807,-6.29887758134326,2.99808648031821e-10,1.70885804443984e-08,"ENSG00000235169"
0.865742012711721,-2.95399446904691,0.931390562018322,-3.17159587986978,0.00151603813367101,0.00902370145111144,"ENSG00000284694"
0.665194298277715,-2.75277841056137,1.03267278305409,-2.6656831241549,0.00768320742797563,0.0320156046586378,"ENSG00000284692"
